balanced_accuracy,confusion_matrix,f1,precision,recall,roc_auc,group,n_windows
0.49781912135131134,"[[26, 371], [19, 253]]",0.5647321428571429,0.40544871794871795,0.9301470588235294,0.5266983997629278,ADHD,669
0.5191860465116279,"[[165, 135], [110, 105]]",0.46153846153846156,0.4375,0.4883720930232558,0.5029457364341084,control,515
