fold_id,test_subject,feature,coefficient,abs_coefficient
7,Subject303,theta_F4,-0.04674323087742078,0.04674323087742078
7,Subject303,alpha_F4,-0.02730973246448497,0.02730973246448497
7,Subject303,beta_F4,0.09710453812708954,0.09710453812708954
7,Subject303,delta_FC5,-0.05015749911530478,0.05015749911530478
7,Subject303,theta_FC5,-0.00593162500567601,0.00593162500567601
7,Subject303,alpha_FC5,-0.02227856971066498,0.02227856971066498
7,Subject303,beta_FC5,0.03366282942111929,0.03366282942111929
7,Subject303,delta_FC6,-0.0022163704130271984,0.0022163704130271984
7,Subject303,theta_FC6,0.0043876290417795,0.0043876290417795
7,Subject303,alpha_FC6,0.0703127976166258,0.0703127976166258
7,Subject303,beta_FC6,-0.04026771474527681,0.04026771474527681
7,Subject303,delta_O2,-0.4516816535375815,0.4516816535375815
7,Subject303,theta_O2,0.2723070153031278,0.2723070153031278
7,Subject303,alpha_O2,-0.11232560755165752,0.11232560755165752
7,Subject303,beta_O2,-0.8954870580253541,0.8954870580253541
7,Subject303,delta_O1,0.5534203755555592,0.5534203755555592
7,Subject303,theta_O1,0.7348584447438931,0.7348584447438931
7,Subject303,alpha_O1,0.44114636023597376,0.44114636023597376
7,Subject303,beta_O1,-0.566409624912269,0.566409624912269
8,Subject304,delta_F3,0.018647958830126706,0.018647958830126706
8,Subject304,theta_F3,-0.7374777627261092,0.7374777627261092
8,Subject304,alpha_F3,-0.4104911821907073,0.4104911821907073
8,Subject304,beta_F3,0.785406449319068,0.785406449319068
8,Subject304,delta_F4,-0.10406193522733868,0.10406193522733868
8,Subject304,theta_F4,-0.10307913794064148,0.10307913794064148
8,Subject304,alpha_F4,-0.07436089519594874,0.07436089519594874
8,Subject304,beta_F4,0.27976042362069414,0.27976042362069414
8,Subject304,delta_FC5,-0.014372104279664141,0.014372104279664141
8,Subject304,theta_FC5,0.21303488896964956,0.21303488896964956
8,Subject304,alpha_FC5,0.3440445865778397,0.3440445865778397
8,Subject304,beta_FC5,-0.6032594108727508,0.6032594108727508
