timestamp_utc,packet_index,sample_index,AF3,AF4,F3,F4,FC5,FC6,O2,O1,label
2026-04-28T10:56:52.014+00:00,1191,85177,150884.13219262747,106794.04220510031,552487.4466642675,201474.556502647,144016.5363569899,158716.92105733405,546635.6035036568,553175.5004138352,TASK2
2026-04-28T10:56:52.014+00:00,1191,85178,150884.93685542786,106795.38330976764,552477.8577658961,201476.1658282478,144012.31187728787,158716.71989163395,546624.9417215516,553165.9115154638,TASK2
2026-04-28T10:56:52.014+00:00,1191,85179,150887.88728569596,106797.52907723535,552465.3184372566,201475.1599997473,144005.1369673177,158712.22719099844,546613.4752766461,553153.103965891,TASK2
2026-04-28T10:56:52.014+00:00,1191,85180,150890.03305316367,106796.79146966831,552452.7791086172,201471.2037409787,144001.1807085491,158704.78406009483,546605.227482942,553140.5646372514,TASK2
2026-04-28T10:56:52.014+00:00,1191,85181,150889.29544559665,106795.2491993009,552444.2630939798,201470.1979124782,144000.979542849,158695.9998245239,546599.9301195061,553132.3168435475,TASK2
2026-04-28T10:56:52.014+00:00,1191,85182,150886.68029149537,106791.29294053231,552436.2835212093,201469.9967467781,143998.09616781428,158690.16601922107,546595.7056398041,553124.6054917104,TASK2
2026-04-28T10:56:52.014+00:00,1191,85183,150885.67446299488,106789.7506701649,552428.3039484387,201468.4544764107,143994.67635091263,158687.81908605326,546593.0904857029,553116.6259189398,TASK2
2026-04-28T10:56:52.014+00:00,1191,85184,150884.6686344944,106787.94017886402,552416.5692825996,201465.83932230945,143988.57432467633,158685.7403738189,546584.0380291984,553104.8912531008,TASK2
2026-04-28T10:56:52.014+00:00,1191,85185,150880.44415479235,106783.17925729504,552405.3710586275,201460.81017980698,143985.42272870813,158683.66166158457,546571.498700559,553093.6930291287,TASK2
2026-04-28T10:56:52.014+00:00,1191,85186,150871.65991922142,106779.75944039338,552441.8491055786,201452.56238610297,143973.6880628691,158680.51006561637,546558.1547091191,553138.2177040837,TASK2
2026-04-28T10:56:52.014+00:00,1191,85187,150863.4121255174,106776.33962349172,552592.5892701852,201447.26502266707,143960.8805132962,158672.79871377928,546544.2742758124,553288.1532058899,TASK2
2026-04-28T10:56:52.014+00:00,1191,85188,150856.7736574142,106773.45624845698,552638.4550498074,201444.38164763234,143940.83099851978,158664.81914100875,546530.9302843726,553327.045241242,TASK2
