balanced_accuracy,confusion_matrix,f1,precision,recall,roc_auc,group,n_windows
0.4360569105691057,"[[22, 429], [53, 247]]",0.5061475409836066,0.36538461538461536,0.8233333333333334,0.4461456023651145,ADHD,751
0.5814981532779316,"[[116, 245], [38, 202]]",0.5880640465793304,0.4519015659955257,0.8416666666666667,0.5709487534626039,control,601
