fold_id,test_subject,feature,coefficient,abs_coefficient
3,Subject207,delta_F4,-0.10677373815925399,0.10677373815925399
3,Subject207,theta_F4,-0.1349878507618666,0.1349878507618666
3,Subject207,alpha_F4,0.13894241209162572,0.13894241209162572
3,Subject207,beta_F4,0.12512678852288253,0.12512678852288253
3,Subject207,delta_FC5,0.032274582224226564,0.032274582224226564
3,Subject207,theta_FC5,-0.014920387576519005,0.014920387576519005
3,Subject207,alpha_FC5,-0.05859989856870262,0.05859989856870262
3,Subject207,beta_FC5,-0.13018557183965193,0.13018557183965193
3,Subject207,delta_FC6,-0.02645943629941361,0.02645943629941361
3,Subject207,theta_FC6,0.2044365167654052,0.2044365167654052
3,Subject207,alpha_FC6,0.2586674484348677,0.2586674484348677
3,Subject207,beta_FC6,-0.3566699916009814,0.3566699916009814
3,Subject207,delta_O2,-0.12519599408211932,0.12519599408211932
3,Subject207,theta_O2,0.07542610639842741,0.07542610639842741
3,Subject207,alpha_O2,0.19213280619477063,0.19213280619477063
3,Subject207,beta_O2,-0.6807150300526597,0.6807150300526597
3,Subject207,delta_O1,0.11675550887279085,0.11675550887279085
3,Subject207,theta_O1,0.07044522521587697,0.07044522521587697
3,Subject207,alpha_O1,0.2705931306562857,0.2705931306562857
3,Subject207,beta_O1,-0.11099758215867925,0.11099758215867925
4,Subject208,delta_AF3,-0.013287360250785701,0.013287360250785701
4,Subject208,theta_AF3,0.01609794699360199,0.01609794699360199
4,Subject208,alpha_AF3,-0.02199871209754163,0.02199871209754163
4,Subject208,beta_AF3,0.27720904866868035,0.27720904866868035
4,Subject208,delta_AF4,-0.01901009976837676,0.01901009976837676
4,Subject208,theta_AF4,0.025537259219368835,0.025537259219368835
4,Subject208,alpha_AF4,0.10281789479326904,0.10281789479326904
4,Subject208,beta_AF4,-0.5689244438464547,0.5689244438464547
4,Subject208,delta_F3,-0.014979295983063816,0.014979295983063816
4,Subject208,theta_F3,-0.6052139222730876,0.6052139222730876
4,Subject208,alpha_F3,-0.20643249170030417,0.20643249170030417
4,Subject208,beta_F3,1.2141453300884342,1.2141453300884342
4,Subject208,delta_F4,-0.04032018653671994,0.04032018653671994
4,Subject208,theta_F4,-0.012065893397354062,0.012065893397354062
4,Subject208,alpha_F4,-0.00665356974768571,0.00665356974768571
4,Subject208,beta_F4,0.05319342684010398,0.05319342684010398
4,Subject208,delta_FC5,0.016020650492349832,0.016020650492349832
4,Subject208,theta_FC5,0.029753162172296226,0.029753162172296226
4,Subject208,alpha_FC5,-0.05202083513653465,0.05202083513653465
4,Subject208,beta_FC5,-0.26840069269717265,0.26840069269717265
4,Subject208,delta_FC6,-0.001228803178327715,0.001228803178327715
4,Subject208,theta_FC6,0.0011309424362955772,0.0011309424362955772
4,Subject208,alpha_FC6,0.07989327466564668,0.07989327466564668
4,Subject208,beta_FC6,-0.02122000855272415,0.02122000855272415
4,Subject208,delta_O2,-0.08386963923897527,0.08386963923897527
4,Subject208,theta_O2,0.5326628827986465,0.5326628827986465
4,Subject208,alpha_O2,0.17833349725650355,0.17833349725650355
4,Subject208,beta_O2,-1.0401542772594947,1.0401542772594947
4,Subject208,delta_O1,0.18840131471599555,0.18840131471599555
4,Subject208,theta_O1,0.019800377653445597,0.019800377653445597
4,Subject208,alpha_O1,0.24135780079933808,0.24135780079933808
4,Subject208,beta_O1,-0.47977146715539043,0.47977146715539043
5,Subject301,delta_AF3,-0.012101374996525508,0.012101374996525508
5,Subject301,theta_AF3,0.010982092857576821,0.010982092857576821
