balanced_accuracy,confusion_matrix,f1,precision,recall,roc_auc,group,n_windows
0.45850311157208473,"[[5, 392], [26, 246]]",0.5406593406593406,0.38557993730407525,0.9044117647058824,0.4503167135871981,ADHD,669
0.4916666666666667,"[[55, 245], [43, 172]]",0.5443037974683544,0.41247002398081534,0.8,0.44106976744186044,control,515
