balanced_accuracy,confusion_matrix,f1,precision,recall,roc_auc,group,n_windows
0.44379722921914355,"[[5, 392], [34, 238]]",0.5277161862527716,0.37777777777777777,0.875,0.43973181212031415,ADHD,669
0.4899612403100775,"[[47, 253], [38, 177]]",0.5488372093023256,0.4116279069767442,0.8232558139534883,0.44402325581395347,control,515
