balanced_accuracy,confusion_matrix,f1,precision,recall,roc_auc,group,n_windows
0.4987637057341828,"[[126, 271], [87, 185]]",0.5082417582417582,0.4057017543859649,0.6801470588235294,0.4509649577715217,ADHD,669
0.49844961240310076,"[[20, 280], [15, 200]]",0.5755395683453237,0.4166666666666667,0.9302325581395349,0.4484651162790698,control,515
