balanced_accuracy,confusion_matrix,f1,precision,recall,roc_auc,group,n_windows
0.5506973255297081,"[[284, 113], [167, 105]]",0.42857142857142855,0.481651376146789,0.3860294117647059,0.544914061342421,ADHD,669
0.5186046511627908,"[[240, 60], [164, 51]]",0.3128834355828221,0.4594594594594595,0.2372093023255814,0.49848062015503875,control,515
