balanced_accuracy,confusion_matrix,f1,precision,recall,roc_auc,group,n_windows
0.4878130093347163,"[[2, 395], [8, 264]]",0.5671321160042965,0.4006069802731411,0.9705882352941176,0.4530300785301526,ADHD,669
0.515891472868217,"[[50, 250], [29, 186]]",0.5714285714285714,0.42660550458715596,0.8651162790697674,0.4557984496124031,control,515
